ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,bill_ap,bill_m,bill_ju,bill_jy,bill_ag,bill_s,pmt_ap,pmt_m,pmt_ju,pmt_jy,pmt_ag,pmt_s,pay_ap,pay_m,pay_ju,pay_jy,pay_ag,pay_s,DEFAULT
27140,male,graduate school,1,46,200000,80692,79104,65199,66872,65506,64158,3000,3000,15000,0,3000,3000,2,2,2,2,2,2,default
27141,male,university,2,42,490000,436172,427064,488808,477884,464727,455520,15000,16000,16000,19000,20000,16100,0,0,0,0,0,0,not default
27142,male,university,1,47,240000,21682,193283,44351,243567,236484,205495,377000,8505,202000,8006,11005,34700,-1,-1,0,0,0,0,not default
27143,male,graduate school,2,29,160000,0,3166,3166,0,0,4908,4493,0,0,3166,0,0,0,0,-1,-2,-1,-1,not default
27144,male,university,2,30,60000,6295,58852,749,749,1498,921,0,6295,58852,749,0,1498,-1,-1,-1,2,-1,-1,not default
27145,male,other,2,40,160000,119911,118248,156121,154523,152159,152240,4300,4600,3800,4800,6300,7650,0,0,0,0,0,0,not default
27146,male,high school,1,42,400000,55610,58612,84698,98274,97074,95014,3000,1452,1482,4005,3532,5000,0,0,0,0,0,0,default
27147,male,university,1,33,320000,107549,105623,103543,81130,136709,254065,94390,4031,3208,25000,12000,68000,0,0,0,0,0,0,not default
27148,male,graduate school,2,38,340000,0,0,0,1135,1868,9054,0,0,0,0,1144,1868,-2,-2,-2,-2,-1,-1,not default
27149,male,high school,1,45,240000,133170,130372,132264,133047,135091,135367,4849,4900,4667,4737,4800,6300,0,0,0,0,0,0,not default
27150,male,graduate school,2,30,100000,37347,36580,34260,33543,34372,33217,1600,1500,2900,1580,0,2000,2,0,0,2,2,2,default
27151,male,graduate school,1,46,50000,19086,18380,18811,17180,15945,13176,0,2000,0,2000,1500,3000,2,2,0,0,0,0,not default
27152,male,graduate school,1,36,200000,21,1005,5,-95,-95,-95,0,500,1000,100,0,0,-1,0,-1,-2,-2,1,not default
27153,male,high school,1,44,280000,58155,54076,57115,55444,41083,38242,2000,8043,3000,3026,15000,4000,0,0,0,0,0,0,not default
27154,male,university,1,37,360000,376,2899,377,-1,9138,346,3208,377,2912,378,0,9182,-2,-2,-2,-2,-2,-2,not default
27155,male,university,1,43,20000,19072,19657,20251,17818,17069,14301,0,0,0,3000,1300,3000,3,4,2,2,2,2,default
27156,male,other,1,47,160000,4613,3853,6987,3707,907,386,4099,4613,77,6991,3707,907,-1,0,-1,-1,-1,-1,not default
27157,male,university,2,29,30000,28496,30136,31071,32101,32875,33666,1642,0,0,0,0,0,2,3,4,5,6,7,default
27158,male,graduate school,2,29,90000,14015,13882,13704,13523,12524,11512,0,500,700,700,1500,1500,2,2,2,2,2,2,default
27159,male,university,1,43,20000,16781,16436,16116,14870,14102,12721,611,610,588,1500,1300,1600,0,0,0,0,0,0,default
27160,male,high school,2,30,100000,45263,46134,45173,42455,39588,37709,6000,0,2000,3420,3500,2500,2,2,0,0,0,0,default
27161,male,high school,1,40,20000,300,300,300,300,300,300,0,0,0,0,0,0,2,2,2,2,2,3,default
27162,male,high school,1,40,300000,48959,47578,46502,44095,42349,39883,2000,2000,2000,3000,2600,3000,0,0,0,0,0,0,not default
27163,male,university,2,31,70000,65251,66483,67127,67569,66157,67958,3000,2500,2700,2700,2486,2500,0,0,0,0,0,0,not default
27164,male,graduate school,1,42,10000,7787,7701,7975,6247,6494,6744,331,359,0,2000,0,0,0,2,2,2,3,4,not default
27165,male,university,2,42,50000,11610,11292,10975,9649,8291,7217,500,500,500,1500,1500,1200,0,0,0,0,0,0,not default
27166,male,university,1,40,280000,156022,154421,160149,191098,228523,238094,5000,10000,5000,6000,8000,0,0,0,0,0,2,1,not default
27167,male,high school,2,44,10000,10106,9761,9571,8561,7542,7816,200,502,349,1159,1149,0,0,0,0,0,2,1,not default
27168,male,university,1,29,10000,9690,6690,9470,8600,8409,8275,0,3000,900,1500,2000,2800,0,0,0,0,0,0,default
27169,male,graduate school,2,29,20000,17959,17368,16926,17512,14897,13835,3000,1000,1000,0,3170,1600,0,0,2,0,0,0,not default
27170,male,graduate school,2,30,200000,3065,79985,74785,73534,71417,70185,998,3080,5400,2000,3000,3000,-1,0,0,0,0,0,not default
27171,male,university,1,34,140000,84296,82223,76421,74140,72069,70649,3283,3296,7000,3421,3140,3100,0,0,0,0,0,0,not default
27172,male,graduate school,2,32,100000,89082,87275,86400,84140,87580,83845,2700,2519,2500,3881,3300,4500,0,0,0,0,0,0,not default
27173,male,graduate school,2,33,170000,316,316,316,316,316,2371,1316,316,316,316,316,316,-1,-1,-1,-1,-1,-1,not default
27174,male,high school,1,33,160000,326,326,326,326,326,326,326,326,326,326,326,326,-1,-1,-1,-1,-1,-1,not default
27175,male,university,2,38,190000,11928,678,6494,5029,4575,3816,0,11514,678,2000,1300,1100,-1,-1,0,0,0,0,not default
27176,male,university,2,36,180000,133835,133043,129909,133557,136613,134496,5000,6000,6000,6000,6600,6600,0,0,0,0,0,0,not default
27177,male,graduate school,1,36,500000,-44,-44,-44,-44,-44,-44,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
27178,male,graduate school,1,42,340000,14006,13045,2823,340,2913,6888,4513,14016,13062,2823,340,2913,-2,-2,-2,-2,-2,-2,not default
27179,male,high school,1,42,120000,0,0,0,0,0,61650,0,0,0,0,0,0,-2,-2,-2,-2,2,2,default
27180,male,graduate school,1,38,180000,26680,25899,25013,23412,22376,21336,1000,1200,1300,2000,1400,1400,0,0,0,0,0,0,not default
27181,male,high school,1,48,200000,3475,14398,433,8640,3831,2772,7651,3516,14595,436,8683,4127,-2,-2,-2,-2,-2,-2,not default
27182,male,graduate school,1,45,230000,29683,29202,28774,27937,26071,24901,980,1000,1100,2000,2200,1500,0,0,0,0,0,0,not default
27183,male,graduate school,2,27,120000,31760,35424,45087,50473,52437,45375,5000,4000,5000,5000,5024,12000,0,0,0,0,0,0,not default
27184,male,graduate school,2,46,150000,54798,100503,46725,50170,49082,69627,5000,10000,5000,3000,3000,5000,0,0,0,0,0,0,not default
27185,male,university,2,27,80000,3356,990,1457,2696,832,3751,5012,3366,993,1461,2704,2,-1,-1,-1,-1,2,1,default
27186,male,university,2,27,90000,37142,43936,45977,47756,51425,49271,2000,1600,1576,1619,1207,3011,0,0,0,2,0,0,not default
27187,male,graduate school,2,28,200000,3286,3400,4215,9552,2256,5838,7791,3295,3487,5135,9588,2256,-1,-1,-1,-1,-1,-1,not default
27188,male,high school,2,28,240000,1509,1793,10591,1425,13842,22334,1193,1516,1802,10594,1467,3851,-2,-2,-1,-1,0,0,not default
27189,male,graduate school,2,28,120000,117647,115087,116142,118240,118576,120942,4241,4433,4200,4533,5923,4585,0,0,0,0,0,0,not default
27190,male,university,2,29,120000,326,326,652,326,326,0,326,326,0,652,326,652,-1,0,-1,-1,-1,1,default
27191,male,graduate school,1,29,230000,19085,116506,307038,303082,295324,306836,308,490,2507,10361,10978,9062,0,0,0,0,0,2,not default
27192,male,graduate school,2,34,230000,4145,476,476,476,476,476,476,4145,476,476,476,476,-1,-1,-1,-1,-1,-1,not default
27193,male,graduate school,2,32,250000,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,2,2,2,2,2,3,default
27194,male,graduate school,2,32,330000,0,0,0,0,0,16352,0,0,0,0,0,0,-2,-2,-2,-2,0,0,default
27195,male,university,1,32,470000,152309,148871,145293,143173,181224,176838,6000,6000,6000,6000,7000,9000,0,0,0,0,0,0,not default
27196,male,graduate school,1,33,310000,0,0,0,0,0,2500,0,0,0,0,0,0,-2,-2,-2,-2,2,2,default
27197,male,high school,1,48,20000,1170,1573,2126,1261,1261,1522,150,0,0,2126,1261,1000,0,2,-1,-1,0,-1,default
27198,male,high school,2,45,150000,34725,37082,671,5901,6051,6129,5000,5000,37082,671,5901,6051,0,-1,-1,-1,-1,-1,not default
27199,male,university,1,35,30000,28658,29064,28319,29093,26232,0,1500,1100,1200,0,3300,26232,0,0,2,-1,-1,1,default
27200,male,graduate school,1,37,330000,860,2870,-22,2023,0,694,1727,1059,2892,0,2023,0,-1,-1,-1,-1,-1,-1,not default
27201,male,graduate school,1,42,180000,-18,-18,-18,-18,1550,1568,0,0,0,0,0,1550,-2,-2,-2,-1,-1,-1,not default
27202,male,university,1,38,360000,0,0,0,2500,2508,1288,0,0,0,0,2500,2520,-2,-2,-2,-2,-2,-2,not default
27203,male,university,1,43,150000,136907,133974,131333,128706,126042,122084,3914,4031,3756,3719,3700,5000,0,0,0,0,0,0,not default
27204,male,high school,3,42,280000,11822,10247,6917,5612,-191,-191,2000,2500,3500,4000,6100,0,0,0,0,-1,-2,1,not default
27205,male,high school,1,39,130000,390,390,390,390,390,51790,390,390,390,390,390,390,-1,-1,-1,-1,-1,0,not default
27206,male,university,1,47,240000,34036,135007,132569,136232,133825,125055,1207,2198,5806,0,6000,12400,0,0,2,2,0,0,not default
27207,male,university,1,41,90000,81747,80064,77974,76674,-1750,3014,6228,2972,3657,2836,79786,1757,0,0,0,-1,0,0,not default
27208,male,university,1,41,190000,91477,89331,107533,116043,67540,66506,5000,4000,5000,130,50030,3000,0,0,2,0,0,0,not default
27209,male,graduate school,1,41,20000,12833,11286,16389,16077,18510,19796,3000,7000,1003,5066,4011,1507,0,0,0,0,0,0,not default
27210,male,university,1,40,50000,48700,50540,50799,46831,46526,42511,2000,302,2000,5520,2175,5000,2,2,2,2,0,0,default
27211,male,graduate school,2,27,160000,0,0,6795,0,1111,1111,0,0,0,6795,0,1111,-2,-1,-1,-1,-1,-1,not default
27212,male,high school,2,31,60000,38027,35615,33489,34336,30841,31649,2000,3000,3000,0,4000,0,0,0,2,2,2,2,default
27213,male,graduate school,2,27,150000,0,26607,60134,59830,58368,56918,0,0,0,2000,3000,3000,0,0,0,0,0,0,not default
27214,male,graduate school,2,27,100000,39896,39494,39145,39321,36014,34694,6440,900,1400,900,4200,1900,2,2,2,0,0,2,default
27215,male,university,1,35,60000,23498,23011,21680,21332,21267,20195,0,1000,2000,1000,700,1700,2,2,2,2,2,2,not default
27216,male,graduate school,1,37,220000,4201,1727,9574,7113,17039,8821,0,4918,1739,9571,7540,20059,-1,-1,0,-1,-1,-1,not default
27217,male,graduate school,2,49,130000,75161,73591,72487,68345,70024,68739,2900,2900,2900,5900,0,3000,2,2,2,2,2,2,default
27218,male,high school,2,42,10000,5190,4417,5885,8623,6339,8090,345,1000,1000,0,2586,0,0,0,2,2,2,1,default
27219,male,high school,2,31,200000,0,1200,1201,-202,6069,6492,0,0,100,1302,0,1050,0,-1,-2,0,0,0,not default
27220,male,high school,1,42,150000,98109,106607,147485,151864,148568,148826,4000,4000,5000,5012,6012,6000,0,0,0,0,0,0,not default
27221,male,graduate school,2,32,100000,26809,25699,24689,26608,26127,26650,1500,1500,1700,2000,2000,2000,0,0,0,0,0,0,not default
27222,male,university,2,36,300000,297169,291883,293046,293497,291282,285177,604,8838,4403,8114,9003,13003,2,2,2,2,2,2,default
27223,male,graduate school,2,30,160000,325,325,650,0,650,0,325,325,0,650,0,650,-1,0,-1,-1,-1,1,default
27224,male,graduate school,2,31,500000,5393,2693,-107,1697,18415,30056,8300,5400,2800,0,1697,6000,-1,-1,-1,-1,0,0,not default
27225,male,high school,2,34,80000,47418,48707,69750,78520,77862,72463,2000,0,3600,3000,3000,7000,2,0,0,0,0,0,default
27226,male,university,1,31,90000,50704,49479,86167,91508,93894,77107,2000,2003,1726,3752,0,20000,0,0,0,2,0,0,not default
27227,male,graduate school,1,33,320000,4097,22483,3878,4664,4094,1877,5838,4117,22595,3985,4687,4114,-2,-2,-2,-2,-2,-2,not default
27228,male,graduate school,1,35,390000,52724,68949,65246,67892,83728,14673,2000,2724,5000,2576,2637,83728,0,0,0,0,-1,-1,not default
27229,male,university,1,40,30000,13971,14488,13810,13528,14039,14557,0,0,1200,800,0,0,3,2,2,3,4,1,default
27230,male,university,1,34,170000,12023,12753,6951,2698,-8,-8,13074,241,7002,6954,2706,0,0,0,-1,-1,-2,1,not default
27231,male,graduate school,2,36,200000,98666,92850,90019,89064,91055,89082,4000,7000,4000,3000,0,4000,0,0,0,2,2,2,default
27232,male,other,1,48,380000,20962,13944,23991,11824,10179,17670,28484,21061,4065,24071,13826,10233,-1,0,-1,-1,-1,-1,not default
27233,male,graduate school,1,43,260000,0,760,0,0,0,1350,935,0,760,0,0,0,-1,-1,-2,-2,-1,-1,not default
27234,male,graduate school,1,32,360000,3079,8413,3906,5562,2708,7462,4095,3093,8454,3924,5588,2721,-1,-1,-1,-1,-1,-1,not default
27235,male,graduate school,1,35,240000,22659,13367,17102,21790,2007,2024,22820,22772,13434,1120,21817,2017,-1,-1,0,-1,-1,-1,not default
27236,male,graduate school,2,31,100000,25592,24636,23531,21904,22553,20505,0,1500,1500,2000,0,2700,2,0,0,2,2,1,not default
27237,male,university,1,39,90000,58394,57355,56089,84963,83960,88081,7000,2110,2200,2037,2600,3244,0,0,0,0,0,0,default
27238,male,university,2,38,290000,2245,2936,4644,2791,1995,72607,1811,2254,2956,4680,2803,2003,-1,-1,-1,-1,-1,-1,not default
27239,male,high school,2,42,80000,26406,23308,20207,17405,17587,11204,3649,3545,3541,3450,441,6922,0,0,0,2,0,0,not default
27240,male,graduate school,1,39,240000,1899,5413,10179,4389,3192,14719,21986,1899,5413,10179,4397,3192,-1,-1,-1,-1,-1,-1,not default
27241,male,graduate school,2,29,30000,22,15567,21448,19958,18968,17960,5000,22,341,2050,1600,1610,-1,0,0,0,0,0,not default
27242,male,university,1,42,30000,28501,28219,29204,30720,29329,29492,900,900,900,1624,1879,1488,0,0,0,0,0,2,not default
27243,male,university,2,33,50000,18998,19046,20578,21076,20039,18844,1000,1000,2000,2000,1371,1500,0,0,0,0,0,0,default
27244,male,high school,1,37,180000,1312,1012,3053,2745,420,1170,1110,1312,1392,1000,2745,420,-1,-1,0,-1,-1,-1,default
27245,male,university,1,32,310000,25354,25896,21277,18599,15864,11416,1000,0,5000,3000,3000,5000,2,0,0,0,0,0,not default
27246,male,graduate school,2,35,80000,43536,48198,55310,54108,52568,52132,2000,2000,2000,3000,3000,3000,0,0,0,0,0,0,not default
27247,male,university,1,42,50000,7258,7907,-500,45368,48019,49559,1000,0,8407,0,2200,0,2,-1,0,0,2,1,not default
27248,male,high school,2,35,390000,77763,78143,76543,72930,59122,55213,5000,6000,8000,10000,20000,10000,0,0,0,0,0,0,not default
27249,male,graduate school,2,39,440000,12420,71641,86807,104887,115977,120448,1044,1031,3061,3589,3506,3939,0,0,0,0,0,0,not default
27250,male,university,2,30,50000,9339,9927,9732,-104,676,0,407,333,337,10500,0,676,0,0,-1,-1,-1,1,not default
27251,male,graduate school,1,33,210000,136196,136674,138054,139854,150011,154714,4765,4436,4426,4515,4700,4830,0,0,0,0,0,0,not default
27252,male,high school,2,34,230000,112253,110153,130490,127797,138268,137122,5000,5000,4601,6513,6500,6700,0,0,0,0,0,0,not default
27253,male,university,1,43,50000,30201,29876,29521,28924,28287,27681,558,1347,1217,1472,1485,1458,0,0,0,0,0,0,not default
27254,male,high school,2,48,100000,0,780,0,390,780,390,0,0,780,0,0,780,-1,-1,2,2,-1,-1,default
27255,male,graduate school,1,46,80000,43060,43892,43296,42592,40551,40509,3500,0,1600,1700,3000,1000,2,2,2,2,2,2,not default
27256,male,high school,1,28,250000,95309,93354,92278,90497,191305,249827,3525,3301,3186,3913,3899,8500,0,0,0,0,0,0,not default
27257,male,high school,1,45,150000,1385,1594,882,8362,349,389,1156,1391,1602,886,8403,350,-2,-2,-2,-2,-2,-2,not default
27258,male,high school,1,42,140000,72723,70626,61586,143215,141168,137952,5005,5011,10014,5000,6110,7000,0,0,0,0,0,0,not default
27259,male,graduate school,1,35,530000,288945,282876,304353,333120,335081,339912,16947,10028,9600,11123,12639,12188,0,0,0,0,0,0,not default
27260,male,graduate school,2,30,20000,20527,19646,19104,19820,17272,16855,0,1151,658,0,2832,1000,0,0,2,2,2,2,default
27261,male,graduate school,1,29,130000,46255,48210,62697,66258,67664,71051,2000,2000,2000,6000,3000,3000,0,0,0,0,0,0,not default
27262,male,high school,2,34,20000,14692,15073,13944,14474,14996,15526,2000,0,1363,0,0,0,2,2,2,3,4,1,not default
27263,male,university,1,38,50000,37537,35367,36247,35527,36388,33759,0,2900,0,1600,0,3500,2,2,2,3,2,3,default
27264,male,high school,2,37,470000,389927,398523,470617,494290,499024,519901,13600,13600,14000,19000,20600,0,0,0,0,0,2,2,default
27265,male,university,2,41,310000,73083,151755,168389,298536,342174,369398,188000,5000,7000,7000,9278,10250,0,0,0,0,0,0,not default
27266,male,university,1,49,180000,0,45,0,0,0,0,2380,0,45,0,0,0,-2,-2,-2,-2,-2,-2,not default
27267,male,graduate school,1,45,310000,-16,-16,-16,6495,1168,8964,0,0,0,0,6527,1174,-2,-2,-2,-2,-2,-2,not default
27268,male,graduate school,1,42,160000,17701,15969,16532,14634,13613,14137,0,2000,0,2145,1247,0,2,2,0,0,2,2,default
27269,male,university,2,32,500000,148697,144959,142235,138945,132527,126599,15000,6000,7000,7000,8500,8000,0,0,2,0,0,0,not default
27270,male,university,1,37,380000,185920,209711,249931,245375,288614,288908,6520,6549,6884,9578,11483,12036,0,0,0,0,0,0,not default
27271,male,other,1,35,250000,1190,0,33604,12035,7745,22839,590,1190,0,33718,12046,7783,-2,-2,-2,-2,-2,-2,not default
27272,male,graduate school,2,39,500000,6655,92715,23804,-24702,83528,22204,3984,33,108041,113935,472,83643,0,-1,-1,-1,-1,-1,not default
27273,male,graduate school,2,33,210000,14800,11220,14722,2570,9921,10635,7250,14800,11220,14722,2570,10046,-1,-1,-1,-1,-1,-1,not default
27274,male,graduate school,1,46,250000,0,0,0,500,0,0,0,0,0,0,500,0,-2,-2,-2,-2,-2,-2,default
27275,male,graduate school,2,28,60000,39122,39083,56391,62130,59350,59114,1600,1600,1600,10,4905,2800,0,0,2,0,0,0,not default
27276,male,university,1,44,200000,16751,2925,3760,21602,3668,4735,5010,16759,2933,4971,21666,3679,-1,-1,-1,-1,-1,-1,not default
27277,male,graduate school,1,30,200000,40536,47401,45781,45858,45379,44411,0,2000,2540,1000,1500,2000,2,2,2,2,2,2,default
27278,male,university,2,44,20000,16755,19086,19597,20346,17743,18330,138,453,600,0,3208,0,0,0,2,2,2,1,not default
27279,male,graduate school,1,41,360000,1510,1812,316,2178,736,316,485,1510,1812,316,2178,736,-2,-2,-2,-2,-2,-2,default
27280,male,university,1,39,100000,0,0,0,0,0,91300,0,0,0,0,0,0,-2,-2,-2,-2,0,0,not default
27281,male,university,1,37,180000,91609,89162,87462,85805,104598,102937,4000,4000,4000,4010,4100,5000,0,0,0,0,0,0,not default
27282,male,graduate school,1,46,380000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
27283,male,high school,1,28,50000,50517,50688,49496,51057,49896,49468,2001,2200,2001,1900,2004,1900,0,0,0,0,0,0,not default
27284,male,graduate school,2,32,200000,151806,155435,154033,148817,145060,141634,5316,5400,5421,7600,6000,5700,0,0,0,0,0,0,not default
27285,male,graduate school,1,41,200000,580,580,580,580,580,580,699,580,580,580,580,580,-1,-1,-1,-1,-1,-1,default
27286,male,graduate school,2,32,280000,177920,183324,181857,199490,202676,217798,7037,6315,6244,10001,10123,10050,0,0,0,0,0,0,not default
27287,male,graduate school,1,34,200000,36171,42312,41673,0,0,0,618,1444,1206,41673,0,0,0,0,-1,-2,-2,1,not default
27288,male,graduate school,2,30,150000,92759,90715,137993,146685,121338,201864,260000,6000,7760,5979,31280,13230,0,0,0,0,0,0,not default
27289,male,university,1,31,360000,177587,186281,196654,276310,354962,359491,5845,6372,7000,6992,11100,14108,0,0,0,0,0,0,default
27290,male,graduate school,1,35,230000,987,394,6245,2562,4106,392,3129,989,394,6286,2566,4114,-2,-2,-2,-2,-2,-2,not default
27291,male,university,3,35,240000,8171,9384,14648,16475,16427,18392,2000,500,500,1500,1327,1505,0,0,0,0,0,0,not default
27292,male,graduate school,1,40,420000,0,0,6023,6254,-150,4110,0,0,0,20,6404,0,-2,2,2,-1,-1,-1,not default
27293,male,graduate school,1,37,450000,41175,23787,2994,19428,16662,16666,36472,41214,23788,3005,19432,16662,-2,-2,-2,-2,-2,-2,not default
27294,male,high school,2,34,10000,9960,9716,9474,8464,8813,8820,400,400,400,1158,2148,1100,0,0,0,0,0,0,not default
27295,male,university,1,30,100000,0,0,10550,24666,33720,37218,0,0,0,1000,1200,1641,-2,0,0,0,0,0,not default
27296,male,graduate school,1,45,180000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,default
27297,male,high school,2,43,10000,8686,8508,8343,7329,10443,9545,345,315,304,2139,1125,1117,0,0,0,0,0,0,not default
27298,male,high school,2,43,20000,19962,19404,18966,17954,16930,15921,463,931,754,1316,1304,1280,0,0,0,0,0,0,default
27299,male,graduate school,2,32,50000,20581,18885,19496,20107,18303,15068,0,2000,0,0,2400,3500,2,2,3,2,0,0,default
27300,male,graduate school,2,32,250000,4575,34020,56372,29381,74048,55741,0,4575,34055,56692,29403,74081,-1,-1,-1,-1,-1,-1,not default
27301,male,university,1,48,150000,69661,68230,66902,123460,121098,118610,2538,2530,2442,3818,4947,4955,0,0,0,0,0,0,not default
27302,male,university,2,30,30000,26655,23930,-229,28561,29890,29993,3000,3500,24860,1698,1000,1856,0,-1,0,0,0,0,not default
27303,male,graduate school,1,31,500000,294926,324049,316654,373137,408982,400780,0,20000,15010,20000,25025,30000,0,0,0,0,0,0,not default
27304,male,graduate school,2,31,120000,51377,83137,74974,71849,68574,64670,5000,5000,10000,5000,5000,5000,0,0,0,0,0,0,not default
27305,male,graduate school,2,31,200000,58587,55272,21227,933,1199,15321,7738,51413,58007,21380,938,5006,0,-1,-2,-2,-2,-2,not default
27306,male,high school,1,44,340000,111127,109932,110578,111704,111606,109424,3382,3900,4103,4199,4117,4032,0,0,0,0,0,0,not default
27307,male,university,2,44,20000,19981,19962,19961,19378,203,19696,860,712,696,1305,20710,203,0,0,0,-1,-1,0,not default
27308,male,university,1,37,20000,2350,3303,11282,7266,9181,11551,0,47,132,1000,2100,1102,0,0,0,0,0,0,not default
27309,male,high school,2,33,20000,18442,19543,17802,18417,15689,16247,1000,0,2000,0,3000,0,2,2,2,2,2,1,not default
27310,male,graduate school,2,34,220000,112206,118206,9530,4664,6689,14588,0,0,120000,9530,4674,5021,0,-1,-1,-1,0,0,not default
27311,male,university,1,34,20000,4435,3435,3296,1854,2164,2799,95,1000,300,1500,1200,2005,0,0,0,0,0,0,not default
27312,male,university,1,30,280000,-101,2482,476,326,652,652,326,101,2482,476,0,0,-1,-1,-1,2,3,-1,not default
27313,male,graduate school,1,49,400000,0,0,0,49415,58265,38810,0,0,0,0,49415,58265,-2,-2,-1,-1,-1,-1,not default
27314,male,graduate school,2,45,310000,300623,293350,290135,283847,278821,313268,23035,12000,11000,11015,11500,10010,0,0,0,0,0,0,not default
27315,male,graduate school,1,37,30000,29083,28654,28165,30416,30606,29104,402,1000,2000,2003,2000,2000,0,0,0,0,0,0,default
27316,male,university,2,38,80000,46002,41622,66796,64814,76815,73171,1588,5000,2000,4000,4000,5000,0,0,0,0,0,0,not default
27317,male,other,2,44,10000,7500,9650,9457,9461,8774,8958,0,150,193,1000,1224,1147,0,0,0,0,0,0,not default
27318,male,high school,3,47,70000,44981,46157,47176,59258,64248,67938,2000,1634,1700,1800,2060,2314,0,0,0,0,0,0,not default
27319,male,graduate school,2,37,390000,4792,0,0,0,0,0,490,4792,0,0,0,0,-2,-2,-2,-2,-2,-2,not default
27320,male,high school,1,43,340000,304280,282890,277335,283400,268949,251135,12000,26000,10176,0,20251,22000,0,0,2,2,0,0,not default
27321,male,graduate school,1,41,180000,120398,117450,120882,119314,117567,114952,5000,5000,0,5000,5100,6000,0,2,2,2,2,1,default
27322,male,graduate school,1,31,100000,30478,28930,33520,32597,31509,30505,26715,2000,1500,1520,1597,1509,0,0,0,0,0,0,default
27323,male,university,2,37,360000,0,13461,-6146,-447,22311,880,0,0,25461,0,26,22311,-2,-2,-2,-2,-2,-2,not default
27324,male,high school,2,44,50000,19080,19584,49952,51463,50525,49911,1000,700,837,0,4800,1762,0,0,2,0,0,0,not default
27325,male,university,2,33,360000,16775,83049,66017,30878,45680,60219,0,0,36545,67000,36063,22694,0,0,-1,-1,0,0,not default
27326,male,university,2,39,50000,17895,17327,16908,16980,23540,26842,900,1000,1000,1500,2010,2500,0,0,0,0,0,0,not default
27327,male,university,1,35,150000,146389,141330,137751,118843,125063,129564,5150,6088,5000,30000,10050,10076,0,0,0,0,0,0,not default
27328,male,high school,1,30,20000,17985,20001,-27490,18790,17834,19131,1000,700,47700,0,1400,1500,0,-1,0,0,0,0,not default
27329,male,graduate school,1,44,150000,136004,133223,131476,129558,122540,152375,6000,7007,10006,5018,10002,5005,0,0,0,0,0,0,default
27330,male,high school,1,42,50000,50510,49298,48337,47330,46272,45220,2500,1990,1748,1800,1800,1800,0,0,0,0,0,0,not default
27331,male,university,1,40,500000,984,9832,12072,8570,4682,1010,600,1000,5000,5000,5000,4682,-1,0,0,0,-1,-1,not default
27332,male,university,1,39,280000,3978,2970,3316,5234,7391,1525,3258,3978,2970,3316,5234,7430,-2,-2,-2,-2,-2,-2,not default
27333,male,university,1,49,270000,129903,126877,162244,166550,154413,157713,5000,5000,5000,7,16000,7100,0,0,2,0,0,0,not default
27334,male,university,2,42,110000,109312,58359,56309,57876,57376,53113,0,54000,2800,0,2000,5150,0,0,2,2,0,0,not default
27335,male,university,2,31,280000,113047,114694,115422,118249,129735,136798,3966,4068,3968,3994,4340,4528,0,0,0,0,0,0,not default
27336,male,university,1,33,200000,17034,19206,12319,846,998,2104,6424,3083,8026,12323,848,1003,0,0,-1,-1,-1,-1,not default
27337,male,university,2,37,30000,0,15525,29251,28322,29066,25811,0,0,3925,1800,0,3700,0,0,0,2,2,2,default
27338,male,high school,1,44,130000,94722,99489,126031,131790,128924,124716,6002,3474,5105,6259,12206,6789,0,0,0,0,0,0,not default
27339,male,graduate school,2,33,440000,18377,1176,17165,5945,16911,2976,1759,18377,0,17165,5945,16911,-1,0,-1,-1,-1,-1,not default
27340,male,university,1,37,170000,89272,85664,82034,79274,76115,77959,5000,5000,5000,5000,5000,0,0,0,0,0,2,1,not default
27341,male,graduate school,2,38,50000,19465,19218,49307,48004,47164,50620,3000,2320,1000,6047,3014,3000,0,0,0,0,0,0,not default
27342,male,high school,1,40,120000,57798,67632,66571,65015,64308,32161,4000,4000,4000,4000,3000,64308,0,0,0,0,-1,-1,not default
27343,male,graduate school,2,37,500000,16072,21140,25402,44584,45984,50140,553,451,835,1538,1593,1862,0,0,0,0,0,0,not default
27344,male,graduate school,2,31,120000,0,0,3600,10293,2647,15665,0,0,0,3600,10363,2647,-2,-1,-1,-1,-1,-1,not default
27345,male,university,1,33,180000,84014,82246,78534,74866,71031,65226,4391,3787,5000,5000,5000,10000,0,0,0,0,0,0,not default
27346,male,graduate school,2,33,350000,1522,0,7535,563,1685,2394,700,1522,0,7572,569,1685,-2,-2,-2,-2,-2,-2,default
27347,male,university,2,30,20000,19800,16128,16528,15226,4704,7534,0,4200,0,2000,15300,2000,0,0,0,-1,0,0,not default
27348,male,university,1,39,160000,18584,19023,17697,16694,15666,14658,1000,0,1615,1289,1286,1258,2,0,0,0,0,0,default
27349,male,graduate school,1,37,290000,871,-4,4225,10069,3465,-17,3852,875,0,4276,10194,3482,-2,-2,-2,-2,-2,-2,not default
27350,male,university,2,30,180000,1931,1950,6366,6709,0,3229,16486,1931,1950,0,6709,0,-1,-1,2,-1,-1,-1,not default
